type;time;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;nbVoteGraph;weightVoteGraph;persuasionGraph;InnovNationGraph;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10;8;220;1;1;0;2;2;0;1.0;0.0;0.0;2;3;3;6;0;[1];6;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.25;0.0;-3.244361825E7;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;12;3;233;1;1;0;1;0;0;0.0;0.0;1.0;0;0;0;11;0;[1];6;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.25;0.0;-3.244361825E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;13;8;240;2;2;0;1;0;0;0.0;0.0;1.0;1;2;2;6;0;[10];6;0;0;0;10;0;2;10;0;2;-1474692993;0;0.0;1.0;1.0;-7.373464965E8;true;5;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;16;8;249;3;3;0;0;0;0;0.0;0.0;0.0;0;0;0;7;0;[13];6;0;0;0;4;0;1;4;0;1;-1474673477;0;0.0;0.3333333333333333;0.3333333333333333;4.48540114E8;true;5;2;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;18;4;266;1;4;0;5;3;0;0.6;0.0;0.4;4;9;9;8;0;[1659];12;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.125;0.0;-3.2350104875E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;19;5;268;4;4;0;2;0;0;0.0;0.0;1.0;2;0;1;5;0;[16];6;0;0;0;0;0;0;0;0;0;-1474664554;0;0.0;0.0;0.0;-7.37332277E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;20;8;283;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;0;[9];6;0;0;0;5;1;1;0;0;0;-1474707158;0;0.0;0.5;0.0;-7.37353579E8;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;22;8;293;3;3;0;0;0;0;0.0;0.0;0.0;0;0;0;10;0;[20];6;0;0;0;0;0;0;0;0;0;-1474630499;0;0.0;0.0;0.0;-7.373152495E8;true;5;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;24;7;293;1;1;0;3;1;0;0.3333333333333333;0.0;0.6666666666666667;3;5;5;28;0;[1];6;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.25;0.0;-3.244361825E7;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;29;8;337;4;4;0;0;0;0;0.0;0.0;0.0;0;0;0;11;0;[22];5;0;0;0;0;0;0;0;0;0;-1474620453;0;0.0;0.0;0.0;-7.373102265E8;true;4;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;32;4;397;1;1;0;1;0;0;0.0;0.0;1.0;0;0;0;7;0;[1];5;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.3333333333333333;0.0;4.483798166666667E8;false;0;3;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;8;402;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;5;0;[1];5;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.3333333333333333;0.0;4.483798166666667E8;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;36;8;417;2;2;0;1;0;1;0.0;1.0;0.0;0;0;0;4;0;[33];5;0;0;0;0;0;0;0;0;0;-1474511331;0;0.0;0.0;0.0;-7.372556655E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;37;6;424;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;7;14;[32];5;0;0;0;4;0;1;0;0;0;-1474516026;0;0.0;0.5;0.0;-7.37258013E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;39;8;437;2;2;0;1;0;1;0.0;1.0;0.0;0;0;0;11;0;[32];5;0;0;0;4;1;1;0;0;0;-1474516026;0;0.0;0.5;0.0;-7.37258013E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;41;4;457;2;2;0;1;0;1;0.0;1.0;0.0;1;2;2;7;0;[32];5;0;0;0;4;1;1;0;0;0;-1474516026;0;0.0;0.5;0.0;-7.37258013E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;42;8;470;1;1;0;7;1;2;0.14285714285714285;0.2857142857142857;0.5714285714285715;2;6;10;4;0;[1];5;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.3333333333333333;0.0;4.483798166666667E8;false;0;10;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;43;8;480;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;9;0;[42];5;0;0;0;20;0;7;5;0;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;44;30;486;1;1;0;3;2;0;0.6666666666666666;0.0;0.33333333333333337;3;9;9;15;0;[1];5;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.3333333333333333;0.0;4.483798166666667E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;45;8;495;2;2;0;1;0;0;0.0;0.0;1.0;0;0;0;16;0;[42];5;0;0;0;20;0;7;5;0;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;47;8;509;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;7;0;[42];5;0;0;0;20;0;7;5;0;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;49;4;515;2;2;0;1;1;0;1.0;0.0;0.0;0;0;0;13;0;[42];5;0;0;0;20;0;7;5;0;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;50;5;519;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;11;0;[1];5;0;0;0;3;0;1;0;0;0;-1474913923;0;0.0;0.3333333333333333;0.0;4.483798166666667E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;52;5;544;2;2;0;1;1;0;1.0;0.0;0.0;1;1;1;19;0;[42];5;0;0;0;20;0;7;5;0;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;54;7;552;1;1;0;2;1;0;0.5;0.0;0.5;1;3;3;21;24;[1];2;0;0;0;1;0;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;55;8;564;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;27;0;[42];5;0;0;0;20;1;7;5;1;2;-1474443299;0;0.0;4.0;1.0;-3.2056118E8;true;4;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;57;8;581;3;3;0;1;0;1;0.0;1.0;0.0;0;0;0;13;0;[55];5;0;0;0;0;0;0;0;0;0;-1474349402;0;0.0;0.0;0.0;-7.37174701E8;true;4;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;64;4;663;5;5;0;0;0;0;0.0;0.0;0.0;0;0;0;15;0;[29];4;0;0;0;0;0;0;0;0;0;-1474576274;0;0.0;0.0;0.0;-7.37288137E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;65;8;690;2;2;0;1;1;0;1.0;0.0;0.0;1;1;1;10;0;[42];4;0;0;0;19;2;7;4;1;2;-1474443299;0;0.0;4.75;1.0;-3.209065025E7;true;3;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;66;5;691;2;2;0;1;0;0;0.0;0.0;1.0;0;0;0;8;0;[42];4;0;0;0;19;2;7;4;1;2;-1474443299;0;0.0;4.75;1.0;-3.209065025E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;77;8;812;2;2;0;2;1;1;0.5;0.5;0.0;1;1;1;14;0;[42];3;0;0;0;13;6;7;3;1;2;-1474443299;0;0.0;4.333333333333333;1.0;4.48693566E8;true;2;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;80;4;845;2;2;0;2;1;0;0.5;0.0;0.5;2;2;2;8;0;[42];3;0;0;0;13;6;7;3;1;2;-1474443299;0;0.0;4.333333333333333;1.0;4.48693566E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;85;8;885;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;8;0;[1];3;0;0;0;2;1;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;2;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;86;8;895;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;7;0;[85];3;0;0;0;0;0;0;0;0;0;-1474028323;0;0.0;0.0;0.0;-7.370141615E8;true;2;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;87;30;902;1;1;0;3;0;2;0.0;0.6666666666666666;0.33333333333333337;0;0;0;19;31;[1];3;0;0;0;2;1;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;88;8;904;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;4;0;[85];3;0;0;0;0;0;0;0;0;0;-1474028323;0;0.0;0.0;0.0;-7.370141615E8;true;2;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;89;5;910;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;13;0;[1];2;0;0;0;1;1;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;93;5;971;1;1;0;1;1;0;1.0;0.0;0.0;0;0;0;12;0;[1];2;0;0;0;1;1;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;1;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;94;30;989;1;1;0;1;0;1;0.0;1.0;0.0;0;0;0;23;36;[1];2;0;0;0;1;1;1;0;0;0;-1474913923;0;0.0;0.5;0.0;-7.374569615E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;97;4;1020;2;2;0;3;2;0;0.6666666666666666;0.0;0.33333333333333337;3;4;4;21;0;[93];2;0;0;0;1;1;1;0;0;0;-1473942523;0;0.0;0.5;0.0;-7.369712615E8;false;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logi;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;102;7;1044;1;3;0;0;0;0;0.0;0.0;0.0;0;0;0;27;0;[113514582];8;0;0;0;9;1;3;4;0;3;-1474913923;0;0.0;1.125;0.5;-2.0033494275E8;true;1;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
logp;1046;11;[2:3:4:5:6:7:8:30:76:99];62;48;42;1;0;50;0;[];[];[];[[4:4:97:17:1:103:97:4:[[17:1:1]]]];2;10;0;0;0;0;0;1041;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Les blagues de Hugues (by Titounet) (id=103): "Hilarant" +1 by Titounet (id=4) scores{ creativite 9.0 pertinence 0.0 persuasion 3.5 adaptation 4.5 }
